destination_id,destination_name,main_category,sub_category,district_location,estimated_ticket_price,price_level,destination_rating,visit_duration_hours,accessibility_level,suitable_for,activity_tags,public_facilities,destination_description,destination_profile_text,deskripsi_destinasi_model,item_profile_model,jumlah_interaksi_train,jumlah_relevan_train,popularitas_norm
D0048,Street Food Genteng,Kuliner,kopi,Tegaldlimo,0,Rendah,4.7,1.0,Mudah,Solo,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Street Food Genteng adalah destinasi Kuliner di Kecamatan Tegaldlimo dengan subkategori kopi. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.7/5.",Street Food Genteng Kuliner kopi kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_mudah durasi_1_jam cocok_solo,"Street Food Genteng adalah destinasi Kuliner di Kecamatan Tegaldlimo dengan subkategori kopi. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.7/5.","street food genteng kuliner kopi kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai street food genteng adalah destinasi kuliner di kecamatan tegaldlimo dengan subkategori kopi. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.7/5. harga_rendah akses_mudah durasi_1_jam cocok_solo",188,164,0.49370148614054776
D0049,Pasar Banyuwangi Kuliner,Kuliner,ikan bakar,Kalipuro,30000,Sedang,4.5,1.0,Sulit,Keluarga,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Pasar Banyuwangi Kuliner adalah destinasi Kuliner di Kecamatan Kalipuro dengan subkategori ikan bakar. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp30.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.5/5.",Pasar Banyuwangi Kuliner Kuliner ikan bakar kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_sedang akses_sulit durasi_1_jam cocok_keluarga,"Pasar Banyuwangi Kuliner adalah destinasi Kuliner di Kecamatan Kalipuro dengan subkategori ikan bakar. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp30.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.5/5.","pasar banyuwangi kuliner kuliner ikan bakar kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai pasar banyuwangi kuliner adalah destinasi kuliner di kecamatan kalipuro dengan subkategori ikan bakar. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket rp30.000, durasi kunjungan sekitar 1 jam, aksesibilitas sulit, dan rating 4.5/5. harga_sedang akses_sulit durasi_1_jam cocok_keluarga",267,81,0.7918476531175137
D0050,Sentra Oleh-Oleh Kuliner Osing,Kuliner,oleh-oleh,Banyuwangi,0,Rendah,4.5,4.0,Sulit,Solo,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Sentra Oleh-Oleh Kuliner Osing adalah destinasi Kuliner di Kecamatan Banyuwangi dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.5/5.",Sentra Oleh-Oleh Kuliner Osing Kuliner oleh-oleh kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_sulit durasi_4_jam cocok_solo,"Sentra Oleh-Oleh Kuliner Osing adalah destinasi Kuliner di Kecamatan Banyuwangi dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.5/5.","sentra oleh-oleh kuliner osing kuliner oleh-oleh kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai sentra oleh-oleh kuliner osing adalah destinasi kuliner di kecamatan banyuwangi dengan subkategori oleh-oleh. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.5/5. harga_rendah akses_sulit durasi_4_jam cocok_solo",270,209,0.8013509055104133
D0051,Rumah Apung Bangsring,Edukasi,konservasi,Muncar,30000,Sedang,4.2,3.0,Mudah,Keluarga,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Rumah Apung Bangsring adalah destinasi Edukasi di Kecamatan Muncar dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp30.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.2/5.",Rumah Apung Bangsring Edukasi konservasi edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_sedang akses_mudah durasi_3_jam cocok_keluarga,"Rumah Apung Bangsring adalah destinasi Edukasi di Kecamatan Muncar dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp30.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.2/5.","rumah apung bangsring edukasi konservasi edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi rumah apung bangsring adalah destinasi edukasi di kecamatan muncar dengan subkategori konservasi. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp30.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.2/5. harga_sedang akses_mudah durasi_3_jam cocok_keluarga",231,143,0.6687017585479644
D0052,Bangsring Underwater,Edukasi,museum,Pesanggaran,50000,Sedang,4.5,3.0,Mudah,Pasangan,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Bangsring Underwater adalah destinasi Edukasi di Kecamatan Pesanggaran dengan subkategori museum. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp50.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.5/5.",Bangsring Underwater Edukasi museum edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_sedang akses_mudah durasi_3_jam cocok_pasangan,"Bangsring Underwater adalah destinasi Edukasi di Kecamatan Pesanggaran dengan subkategori museum. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp50.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.5/5.","bangsring underwater edukasi museum edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi bangsring underwater adalah destinasi edukasi di kecamatan pesanggaran dengan subkategori museum. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp50.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.5/5. harga_sedang akses_mudah durasi_3_jam cocok_pasangan",211,141,0.5917397648572018
D0053,Konservasi Penyu Sukamade,Edukasi,agroedukasi,Rogojampi,50000,Sedang,4.6,1.5,Mudah,Teman,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Konservasi Penyu Sukamade adalah destinasi Edukasi di Kecamatan Rogojampi dengan subkategori agroedukasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp50.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.6/5.",Konservasi Penyu Sukamade Edukasi agroedukasi edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_sedang akses_mudah durasi_1.5_jam cocok_teman,"Konservasi Penyu Sukamade adalah destinasi Edukasi di Kecamatan Rogojampi dengan subkategori agroedukasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp50.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.6/5.","konservasi penyu sukamade edukasi agroedukasi edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi konservasi penyu sukamade adalah destinasi edukasi di kecamatan rogojampi dengan subkategori agroedukasi. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp50.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.6/5. harga_sedang akses_mudah durasi_1_jam cocok_teman",200,93,0.5462534608873297
D0054,Wisata Edukasi Mangrove,Edukasi,batik,Glagah,25000,Rendah,4.3,5.0,Sulit,Keluarga,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Wisata Edukasi Mangrove adalah destinasi Edukasi di Kecamatan Glagah dengan subkategori batik. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp25.000, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.3/5.",Wisata Edukasi Mangrove Edukasi batik edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_rendah akses_sulit durasi_5_jam cocok_keluarga,"Wisata Edukasi Mangrove adalah destinasi Edukasi di Kecamatan Glagah dengan subkategori batik. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp25.000, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.3/5.","wisata edukasi mangrove edukasi batik edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi wisata edukasi mangrove adalah destinasi edukasi di kecamatan glagah dengan subkategori batik. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp25.000, durasi kunjungan sekitar 5 jam, aksesibilitas sulit, dan rating 4.3/5. harga_rendah akses_sulit durasi_5_jam cocok_keluarga",309,178,0.916133841744741
D0055,Kampung Batik Banyuwangi,Edukasi,bahari,Tegaldlimo,30000,Sedang,4.9,1.0,Mudah,Teman,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Kampung Batik Banyuwangi adalah destinasi Edukasi di Kecamatan Tegaldlimo dengan subkategori bahari. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp30.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.9/5.",Kampung Batik Banyuwangi Edukasi bahari edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_sedang akses_mudah durasi_1_jam cocok_teman,"Kampung Batik Banyuwangi adalah destinasi Edukasi di Kecamatan Tegaldlimo dengan subkategori bahari. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp30.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.9/5.","kampung batik banyuwangi edukasi bahari edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi kampung batik banyuwangi adalah destinasi edukasi di kecamatan tegaldlimo dengan subkategori bahari. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp30.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.9/5. harga_sedang akses_mudah durasi_1_jam cocok_teman",194,110,0.5203817832880722
D0056,Museum Blambangan,Edukasi,konservasi,Genteng,20000,Rendah,4.1,2.0,Sulit,Teman,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Museum Blambangan adalah destinasi Edukasi di Kecamatan Genteng dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp20.000, durasi kunjungan sekitar 2 jam, aksesibilitas sulit, dan rating 4.1/5.",Museum Blambangan Edukasi konservasi edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_rendah akses_sulit durasi_2_jam cocok_teman,"Museum Blambangan adalah destinasi Edukasi di Kecamatan Genteng dengan subkategori konservasi. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp20.000, durasi kunjungan sekitar 2 jam, aksesibilitas sulit, dan rating 4.1/5.","museum blambangan edukasi konservasi edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi museum blambangan adalah destinasi edukasi di kecamatan genteng dengan subkategori konservasi. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp20.000, durasi kunjungan sekitar 2 jam, aksesibilitas sulit, dan rating 4.1/5. harga_rendah akses_sulit durasi_2_jam cocok_teman",179,122,0.45204932180563534
D0057,Edukasi Kopi Gombengsari,Edukasi,museum,Glenmore,20000,Rendah,4.1,5.0,Sedang,Pasangan,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Edukasi Kopi Gombengsari adalah destinasi Edukasi di Kecamatan Glenmore dengan subkategori museum. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp20.000, durasi kunjungan sekitar 5 jam, aksesibilitas sedang, dan rating 4.1/5.",Edukasi Kopi Gombengsari Edukasi museum edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_rendah akses_sedang durasi_5_jam cocok_pasangan,"Edukasi Kopi Gombengsari adalah destinasi Edukasi di Kecamatan Glenmore dengan subkategori museum. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp20.000, durasi kunjungan sekitar 5 jam, aksesibilitas sedang, dan rating 4.1/5.","edukasi kopi gombengsari edukasi museum edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi edukasi kopi gombengsari adalah destinasi edukasi di kecamatan glenmore dengan subkategori museum. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp20.000, durasi kunjungan sekitar 5 jam, aksesibilitas sedang, dan rating 4.1/5. harga_rendah akses_sedang durasi_5_jam cocok_pasangan",288,180,0.8562505333268661
D0058,Agro Edukasi Kalibendo,Edukasi,agroedukasi,Rogojampi,75000,Sedang,4.6,1.0,Sedang,Komunitas,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Agro Edukasi Kalibendo adalah destinasi Edukasi di Kecamatan Rogojampi dengan subkategori agroedukasi. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas sedang, dan rating 4.6/5.",Agro Edukasi Kalibendo Edukasi agroedukasi edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_sedang akses_sedang durasi_1_jam cocok_komunitas,"Agro Edukasi Kalibendo adalah destinasi Edukasi di Kecamatan Rogojampi dengan subkategori agroedukasi. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas sedang, dan rating 4.6/5.","agro edukasi kalibendo edukasi agroedukasi edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi agro edukasi kalibendo adalah destinasi edukasi di kecamatan rogojampi dengan subkategori agroedukasi. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp75.000, durasi kunjungan sekitar 1 jam, aksesibilitas sedang, dan rating 4.6/5. harga_sedang akses_sedang durasi_1_jam cocok_komunitas",203,81,0.558901099981463
D0059,Taman Baca Osing,Edukasi,batik,Tegaldlimo,50000,Sedang,4.1,1.5,Mudah,Keluarga,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Taman Baca Osing adalah destinasi Edukasi di Kecamatan Tegaldlimo dengan subkategori batik. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp50.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.1/5.",Taman Baca Osing Edukasi batik edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_sedang akses_mudah durasi_1.5_jam cocok_keluarga,"Taman Baca Osing adalah destinasi Edukasi di Kecamatan Tegaldlimo dengan subkategori batik. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp50.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.1/5.","taman baca osing edukasi batik edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi taman baca osing adalah destinasi edukasi di kecamatan tegaldlimo dengan subkategori batik. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp50.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.1/5. harga_sedang akses_mudah durasi_1_jam cocok_keluarga",181,59,0.4614825672261507
D0060,Pusat Edukasi Bahari Muncar,Edukasi,bahari,Pesanggaran,15000,Rendah,4.2,3.0,Mudah,Pasangan,"edukasi, konservasi, keluarga, anak, alam","area parkir, toilet, pusat informasi, pemandu edukasi","Pusat Edukasi Bahari Muncar adalah destinasi Edukasi di Kecamatan Pesanggaran dengan subkategori bahari. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.2/5.",Pusat Edukasi Bahari Muncar Edukasi bahari edukasi konservasi keluarga anak alam area parkir toilet pusat informasi pemandu edukasi harga_rendah akses_mudah durasi_3_jam cocok_pasangan,"Pusat Edukasi Bahari Muncar adalah destinasi Edukasi di Kecamatan Pesanggaran dengan subkategori bahari. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.2/5.","pusat edukasi bahari muncar edukasi bahari edukasi, konservasi, keluarga, anak, alam area parkir, toilet, pusat informasi, pemandu edukasi pusat edukasi bahari muncar adalah destinasi edukasi di kecamatan pesanggaran dengan subkategori bahari. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas edukasi, konservasi, keluarga, anak, estimasi tiket rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.2/5. harga_rendah akses_mudah durasi_3_jam cocok_pasangan",273,218,0.8107495328159527
D0061,Taman Blambangan,Keluarga,taman,Licin,25000,Rendah,4.6,2.0,Sedang,Pasangan,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Taman Blambangan adalah destinasi Keluarga di Kecamatan Licin dengan subkategori taman. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp25.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.6/5.",Taman Blambangan Keluarga taman keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_sedang durasi_2_jam cocok_pasangan,"Taman Blambangan adalah destinasi Keluarga di Kecamatan Licin dengan subkategori taman. Destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp25.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.6/5.","taman blambangan keluarga taman keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung taman blambangan adalah destinasi keluarga di kecamatan licin dengan subkategori taman. destinasi ini cocok untuk perjalanan pasangan, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket rp25.000, durasi kunjungan sekitar 2 jam, aksesibilitas sedang, dan rating 4.6/5. harga_rendah akses_sedang durasi_2_jam cocok_pasangan",174,131,0.4279998434558462
D0062,Taman Sritanjung,Keluarga,waterpark,Genteng,0,Rendah,4.6,5.0,Mudah,Keluarga,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Taman Sritanjung adalah destinasi Keluarga di Kecamatan Genteng dengan subkategori waterpark. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.6/5.",Taman Sritanjung Keluarga waterpark keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_mudah durasi_5_jam cocok_keluarga,"Taman Sritanjung adalah destinasi Keluarga di Kecamatan Genteng dengan subkategori waterpark. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.6/5.","taman sritanjung keluarga waterpark keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung taman sritanjung adalah destinasi keluarga di kecamatan genteng dengan subkategori waterpark. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.6/5. harga_rendah akses_mudah durasi_5_jam cocok_keluarga",313,194,0.9270788637676125
D0063,Taman Sayu Wiwit,Keluarga,rekreasi,Tegaldlimo,30000,Sedang,4.1,2.0,Mudah,Solo,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Taman Sayu Wiwit adalah destinasi Keluarga di Kecamatan Tegaldlimo dengan subkategori rekreasi. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp30.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.1/5.",Taman Sayu Wiwit Keluarga rekreasi keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_sedang akses_mudah durasi_2_jam cocok_solo,"Taman Sayu Wiwit adalah destinasi Keluarga di Kecamatan Tegaldlimo dengan subkategori rekreasi. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp30.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.1/5.","taman sayu wiwit keluarga rekreasi keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung taman sayu wiwit adalah destinasi keluarga di kecamatan tegaldlimo dengan subkategori rekreasi. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket rp30.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.1/5. harga_sedang akses_mudah durasi_2_jam cocok_solo",207,71,0.5754783203486815
D0064,Mirah Fantasia Banyuwangi,Keluarga,ruang terbuka,Tegaldlimo,25000,Rendah,4.4,1.0,Mudah,Teman,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Mirah Fantasia Banyuwangi adalah destinasi Keluarga di Kecamatan Tegaldlimo dengan subkategori ruang terbuka. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp25.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.4/5.",Mirah Fantasia Banyuwangi Keluarga ruang terbuka keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_mudah durasi_1_jam cocok_teman,"Mirah Fantasia Banyuwangi adalah destinasi Keluarga di Kecamatan Tegaldlimo dengan subkategori ruang terbuka. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket Rp25.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.4/5.","mirah fantasia banyuwangi keluarga ruang terbuka keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung mirah fantasia banyuwangi adalah destinasi keluarga di kecamatan tegaldlimo dengan subkategori ruang terbuka. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket rp25.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.4/5. harga_rendah akses_mudah durasi_1_jam cocok_teman",212,104,0.5957571841499888
D0065,Waterpark Jajag,Keluarga,kolam renang,Kalipuro,0,Rendah,4.8,3.0,Sedang,Solo,"keluarga, anak, santai, taman, murah","area parkir, toilet, area bermain, gazebo, warung","Waterpark Jajag adalah destinasi Keluarga di Kecamatan Kalipuro dengan subkategori kolam renang. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.8/5.",Waterpark Jajag Keluarga kolam renang keluarga anak santai taman murah area parkir toilet area bermain gazebo warung harga_rendah akses_sedang durasi_3_jam cocok_solo,"Waterpark Jajag adalah destinasi Keluarga di Kecamatan Kalipuro dengan subkategori kolam renang. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.8/5.","waterpark jajag keluarga kolam renang keluarga, anak, santai, taman, murah area parkir, toilet, area bermain, gazebo, warung waterpark jajag adalah destinasi keluarga di kecamatan kalipuro dengan subkategori kolam renang. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas keluarga, anak, santai, taman, estimasi tiket gratis, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.8/5. harga_rendah akses_sedang durasi_3_jam cocok_solo",209,168,0.5836477609132886
